Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Badge (product.metafields.custom.badge),Emotional Axes (product.metafields.custom.emotional_axes),Focus Keyword (product.metafields.custom.focus_keyword),Highlights (product.metafields.custom.highlights),SEO Keywords (product.metafields.custom.seo_keywords),Shipping Note (product.metafields.custom.shipping_note),Short Description (product.metafields.custom.short_description),Trust Badges (product.metafields.custom.trust_badges),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Has SEO Tags (product.metafields.seo.has_seo_tags),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Moisturizer type (product.metafields.shopify.moisturizer-type),Product form (product.metafields.shopify.product-form),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Skin care effect (product.metafields.shopify.skin-care-effect),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Category,Product Type,Persona,Trend,Season,Vibe,Material,Silhouette,Detail,MVQ Persona,MVQ Editorial Style,MVQ Frames Count,MVQ Editorial Score,MVQ SEO Score,MVQ Alt Score,MVQ Detection Confidence,MVQ Persona Confidence,MVQ Category,MVQ Product Type
vitamin-c-whitening-soap-for-blemish-reduction-deep-clean-moisturizing-and-brightening-skin-beauty-soap,Vitamin C Whitening Soap For Blemish Reduction Deep Clean Moisturizing,"Our Vitamin C whitening soap contains sweet orange oil, kojic acid and rose extract. It can repair the skin protective barrier that penetrates deep into the skin, repair damaged cells, nourish the skin, and alleviate hyperpigmentation, blemishes, and uneven skin tone. Its use method is very simple: first wet the soap with water, gently rub into the foam, then evenly apply the foam on the elbow, feet, knees and other parts, gently massage clean, finally, clean the foam with clean water. Repair and moisturize skin after use, fade melanin, lighten skin tone, repair and moisturize dull, dry skin.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,EEA03-A199-100-OG1,134.0,shopify,continue,manual,17.99,23.03,true,true,,,,,,,,,false,Vitamin C Whitening Soap For Blemish Reduction Deep Clean Moisturizing,"Our Vitamin C whitening soap contains sweet orange oil, kojic acid and rose extract. It can repair the skin protective barrier that penetrates deep into the ski",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,accessory,accessory,Soft Minimalist,quiet luxury,summer,quiet luxury,oil,,['bow'],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,accessory,accessory
hydrolyzed-collagen-eye-mask-moisturize-and-moisturize-the-skin-around-the-eyes-to-reduce-the-fine-lines-in-the-corners-of-the-eyes,"Hydrolyzed Collagen Eye Mask, Moisturize And Moisturize The Skin Aroun","Our hydrolyzed collagen eye mask contains collagen, hyaluronic acid, hexameptide-2. It can soothe the skin, replenish the necessary nutrients and moisture of the skin, help the skin retain moisture, make the skin more radiant, smooth the fine lines around the eyes, reduce eye puffiness, wrinkle the corners of the eyes, reduce wrinkles such as crow's feet. The way to use it is very simple: after cleansing and toning, take out the eye mask and stick it under the eye, and then spray the right amount of water on the eye mask. After the patch is dissolved, gently massage with your hand in a circular motion until absorbed. It also moisturizes and tightens the skin around the eyes.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,OUA02-A057-3-WH1,50.0,shopify,continue,manual,19.99,25.59,true,true,,,,,,,,,false,"Hydrolyzed Collagen Eye Mask, Moisturize And Moisturize The Skin Aroun","Our hydrolyzed collagen eye mask contains collagen, hyaluronic acid, hexameptide-2. It can soothe the skin, replenish the necessary nutrients and moisture of th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,home,mask,Soft Minimalist,quiet luxury,,quiet luxury,,bodycon,['radiant finish'],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,mask
eelhoe-rice-toner-deeply-hydrates-and-repairs-skin-barrier-firming-and-moisturizing-facial-skin-toner,"EELHOE Rice Toner Deeply Hydrates And Repairs Skin Barrier, Firming An","Our rice toner contains glycerin, panthenol and PCA sodium. It can promote the synthesis of dermal collagen, thereby preventing skin aging, moisturizing and strengthening the skin barrier, improving blemishes and acne, narrowing pores, and gently exfoliating. The way to use it is very simple: first take an appropriate amount of toner, then evenly apply it to the face, and finally pat the face with your fingertips until it is absorbed. After use, it helps to deeply moisturize, increase skin shine, provide powerful nutrients to the skin, and make it moisturized, transparent and shiny.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,EEA03-A163-150-WH1,208.0,shopify,continue,manual,21.88,29.54,true,true,,,,,,,,,false,"EELHOE Rice Toner Deeply Hydrates And Repairs Skin Barrier, Firming An","Our rice toner contains glycerin, panthenol and PCA sodium. It can promote the synthesis of dermal collagen, thereby preventing skin aging, moisturizing and str",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,home,toner,Soft Minimalist,quiet luxury,,quiet luxury,,bed,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,toner
carbon-clay-back-soap-whitening-body-cleansing-skin-lightening-dark-spots-acne-mark-exfoliating-moisturizing-brightening-soap,Carbon Clay Back Soap Whitening Body Cleansing Skin Lightening Dark Sp,"Our carbon clay back soap contains bamboo charcoal powder, coconut oil, olive oil. It gently cleanses the skin, keeps it hydrated, eliminates acne, restores the skin's natural balance, and leaves your back flawless. The way to use it is very simple: first wet the soap with water, then gently rub the foam into the hands, then evenly apply the foam to the skin of the back, gently massage, and finally rinse off the foam with water. After use, it effectively cleanses, moisturizes and brightens the skin, reduces dryness and pigmentation, and leaves your skin more refreshed.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,EEA03-A182-100-WH1,149.0,shopify,continue,manual,21.99,29.69,true,true,,,,,,,,,false,Carbon Clay Back Soap Whitening Body Cleansing Skin Lightening Dark Sp,"Our carbon clay back soap contains bamboo charcoal powder, coconut oil, olive oil. It gently cleanses the skin, keeps it hydrated, eliminates acne, restores the",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,,,Soft Minimalist,quiet luxury,summer,quiet luxury,oil,,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,,
facial-green-tea-vitamin-cleanse-mask-facial-acne-deep-moisturizing-smear-delicate-pores-tender-skin,"Facial Green Tea Vitamin Cleanse Mask, Facial Acne Deep Moisturizing S","Our Facial Green Tea Vitamin Cleanse Mask contains green tea extract, vitamin E, arginine. It deeply cleanses blackheads and acne, cleans dirt and nourishes the skin, shrinks pores and fights acne. Its use method is very simple: use a hot towel on the face for 2-3 minutes, take the appropriate amount of product on the face skin, wait 5-10 minutes to make the product film, and finally rinse off with water. It can shrink pores, remove excess oil, remove skin blemishes, effectively dispel acne, and deeply hydrate.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,OUA02-A023-12-GN1,100.0,shopify,continue,manual,21.99,29.69,true,true,,,,,,,,,false,"Facial Green Tea Vitamin Cleanse Mask, Facial Acne Deep Moisturizing S","Our Facial Green Tea Vitamin Cleanse Mask contains green tea extract, vitamin E, arginine. It deeply cleanses blackheads and acne, cleans dirt and nourishes the",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,skincare,mask,Soft Minimalist,quiet luxury,,quiet luxury,oil,,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,skincare,mask
5-niacinamide-ha-serum-moisturize-and-moisturize-the-facial-skin-tighten-the-anti-aging-and-weaken-the-law-of-fine-lines,"5% Niacinamide+ HA Serum, Moisturize And Moisturize The Facial Skin, T","Our 5% Niacinamide+ HA Serum contains nicotinamide, glycerin, and hyaluronic acid. It can effectively reduce pores and skin imperfections, making your skin look smoother. Add moisturizing ingredients to improve dry skin and leave skin hydrated and plump. Its use method is very simple: after cleansing and toning, press 1-2 pumps of serum, evenly apply on the face, gently massage with your hand until absorbed. It can effectively reduce facial blemishes, refine pores, improve dry skin, and replenish moisture for skin.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,HOA02-A081-30-WH1,85.0,shopify,continue,manual,18.99,24.31,true,true,,,,,,,,,false,"5% Niacinamide+ HA Serum, Moisturize And Moisturize The Facial Skin, T","Our 5% Niacinamide+ HA Serum contains nicotinamide, glycerin, and hyaluronic acid. It can effectively reduce pores and skin imperfections, making your skin look",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,home,serum,Soft Minimalist,quiet luxury,,quiet luxury,serum,bodycon,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,serum
facial-hyaluronic-acid-cream-deep-hydrating-elastic-moisturizing-skin-facial-skin-moisturizing-firming-cream,Facial Hyaluronic Acid Cream Deep Hydrating Elastic Moisturizing Skin ,"Our hyaluronic acid cream contains mineral oil, glycerin stearate, carbomer. It can replenish the skin with collagen, improve skin elasticity and firmness, and reduce facial wrinkles and visible pores, leaving skin fresh, white, soft and tender. Its application method is very simple: clean the facial skin, apply the appropriate amount of lotion evenly on the facial skin, gently massage with the hand until absorbed. It promotes the synthesis of collagen, which reduces the appearance of fine lines and wrinkles, slows the signs of skin aging, and provides deep moisturizing.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,HOA02-A082-50-MX1,122.0,shopify,continue,manual,18.99,24.31,true,true,,,,,,,,,false,Facial Hyaluronic Acid Cream Deep Hydrating Elastic Moisturizing Skin ,"Our hyaluronic acid cream contains mineral oil, glycerin stearate, carbomer. It can replenish the skin with collagen, improve skin elasticity and firmness, and ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,home,moisturizer,Soft Minimalist,quiet luxury,,quiet luxury,cream,bed,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,moisturizer
hoygi-retinol-collagen-age-defying-care-serum-tighten-skin-anti-wrinkle-anti-aging-repair-pore-moisturizing-tender-skin,"hoygi Retinol+Collagen Age-Defying Care Serum, Tighten Skin Anti-Wrink","Our Retinol+Collagen Age-Defying Care Serum contains collagen, retinol and niacinamide. It can smooth fine lines and wrinkles, improve skin elasticity, make skin firmer and smoother, add moisturizing ingredients, can deeply moisturize skin, improve dull skin, effectively reduce dark spots and blemishes. The way to use it is very simple: clean the face, evenly apply the cream to the face, and gently massage until it is completely absorbed. It can smooth out fine lines and wrinkles, improve dull skin, effectively reduce dark spots and blemishes, and make your skin look firmer, smoother and brighter.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,HOA02-A083-120-YE1,177.0,shopify,continue,manual,21.99,29.69,true,true,,,,,,,,,false,"hoygi Retinol+Collagen Age-Defying Care Serum, Tighten Skin Anti-Wrink","Our Retinol+Collagen Age-Defying Care Serum contains collagen, retinol and niacinamide. It can smooth fine lines and wrinkles, improve skin elasticity, make ski",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,home,serum,Soft Minimalist,quiet luxury,,quiet luxury,cream,bodycon,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,serum
honey-peel-mask-tightens-pores-brightens-darkens-skin-and-gently-removes-blackheads-apply-facial-mask,"Honey Peel Mask, Tightens Pores Brightens Darkens Skin And Gently Remo","Our honey peel mask contains hydroxy acid, mandelic acid and hyaluronic acid. It can deeply clean the skin, open the pores, remove dirt, clean the old dead cuticle, remove the oil and dirt in the pores, enhance absorption, shrink the pores, and make the skin more easily absorbed. Its use method is very simple: first wash your face with warm water, then take the right amount of this product evenly apply on the face, wait 15-20 minutes, honey nutrition is fully absorbed, peel from the chin to the forehead. Prevent the formation of new spots after use, decompose the color spots. Create a water-locking barrier on the surface of the skin to prevent dark spots at source. Moisturize, nourish and replenish the moisture needed by the skin, leaving the skin smooth and bright.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,EE012302201-60g,106.0,shopify,continue,manual,18.99,24.31,true,true,,,,,,,,,false,"Honey Peel Mask, Tightens Pores Brightens Darkens Skin And Gently Remo","Our honey peel mask contains hydroxy acid, mandelic acid and hyaluronic acid. It can deeply clean the skin, open the pores, remove dirt, clean the old dead cuti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,home,mask,Soft Minimalist,quiet luxury,fall,quiet luxury,oil,bodycon,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,mask
blueberry-whipped-scrub-exfoliating-tender-lighten-body-dull-brightening-skin-scrub,"Blueberry Whipped Scrub, Exfoliating Tender Lighten Body Dull Brighten","Our Blueberry Whipped Scrub contains Vaccinium Angustifolium(Blueberry)Fruit Extract, Niacinamide, Carica Papaya (Papaya) Fruit Extract. It can effectively remove the old cutin on the skin surface, reduce dark spots and dullness, and make the skin brighter and smoother. Its use method is very simple: take an appropriate amount of scrub evenly apply on the skin, wait for 15-25 minutes, gently massage the skin in a circular motion for 1-2 minutes, and finally rinse off with water. It can relieve skin discomfort, relieve acne, make skin more comfortable and healthy, promote skin metabolism, even skin tone, and make skin brighter and fairer.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,OCA06-A071-100-VT1,154.0,shopify,continue,manual,19.99,25.59,true,true,,,,,,https://cdn.shopify.com/s/files/1/0790/7177/2898/files/0B7787FAA04C1753467A48866E03261B_71bb0040-a251-41e2-95f6-575b76d3c055.jpg?v=1770060111,1,,false,"Blueberry Whipped Scrub, Exfoliating Tender Lighten Body Dull Brighten","Our Blueberry Whipped Scrub contains Vaccinium Angustifolium(Blueberry)Fruit Extract, Niacinamide, Carica Papaya (Papaya) Fruit Extract. It can effectively remo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7177/2898/files/0B7787FAA04C1753467A48866E03261B_71bb0040-a251-41e2-95f6-575b76d3c055.jpg?v=1770060111,g,,4.89,active,home,,Soft Minimalist,quiet luxury,summer,quiet luxury,,table,['whipped texture'],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,
retinol-serum-for-face-hydrating-firming-facial-fine-lines-smooth-skin-anti-wrinkle-essence,"Retinol Serum For Face, Hydrating Firming Facial Fine Lines Smooth Ski","Our Retinol Serum For Face contains Glycerin, Ascorbic Acid, Hyaluronic Acid. It can effectively reduce fine lines and wrinkles, delay skin aging, make skin smooth and firm, improve dull skin, and make your skin tone more even and shiny. Its application method is very simple: use a dropper to take an appropriate amount of essence evenly drop on the face skin, gently massage until completely absorbed. Can improve dry rough skin, provide long-term moisturizing effect, mild ingredients, suitable for all skin types, including sensitive skin.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,HOA05-A062-30-WH1,76.0,shopify,continue,manual,18.99,24.31,true,true,,,,,,,,,false,"Retinol Serum For Face, Hydrating Firming Facial Fine Lines Smooth Ski","Our Retinol Serum For Face contains Glycerin, Ascorbic Acid, Hyaluronic Acid. It can effectively reduce fine lines and wrinkles, delay skin aging, make skin smo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,home,serum,Soft Minimalist,quiet luxury,,quiet luxury,serum,table,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,serum
glow-serum-moisturizing-and-whitening-skin-to-reduce-facial-spots-and-fine-lines,"Glow Serum, Moisturizing And Whitening Skin To Reduce Facial Spots And","Our Hoygi Glow Serum contains Glycerin, Hyaluronic Acid, Propolis Extract. It can effectively improve dull skin tone and uneven skin tone, so that skin glow. Its application method is very simple: use a dropper to take an appropriate amount of essence evenly drop on the face skin, gently massage until completely absorbed. It can deeply moisturize the skin, gently exfoliate the skin, and make the skin white and clear.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,HOA05-A018-30-YE1,85.0,shopify,continue,manual,21.65,29.23,true,true,,,,,,https://cdn.shopify.com/s/files/1/0790/7177/2898/files/E2107E3D034FEA81765BD42B5BA17F55_5ed8c368-f998-47c8-aa3b-3ae94342fb98.jpg?v=1770060106,1,,false,"Glow Serum, Moisturizing And Whitening Skin To Reduce Facial Spots And","Our Hoygi Glow Serum contains Glycerin, Hyaluronic Acid, Propolis Extract. It can effectively improve dull skin tone and uneven skin tone, so that skin glow. It",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,home,accessory,Soft Minimalist,quiet luxury,,quiet luxury,serum,bed,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,accessory
vitamin-c-serum-deep-moisturizing-and-moisturizing-whitening-essence-for-subtle-spots-and-fine-lines,"Vitamin C Serum, Deep Moisturizing And Moisturizing Whitening Essence ","Our Vitamin C Serum contains Glycerin, Ascorbic Acid, Hyaluronic Acid . It can effectively reduce fine lines and wrinkles, improve skin elasticity, and make skin firmer and more youthful. Its application method is very simple: use a dropper to take an appropriate amount of essence evenly drop on the face skin, gently massage until completely absorbed. It can reduce fine lines and wrinkles, improve dull skin, reduce dark spots, and make skin pale and clear.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,HOA05-A015-30-BK1,82.0,shopify,continue,manual,16.99,21.75,true,true,,,,,,,,,false,"Vitamin C Serum, Deep Moisturizing And Moisturizing Whitening Essence ","Our Vitamin C Serum contains Glycerin, Ascorbic Acid, Hyaluronic Acid . It can effectively reduce fine lines and wrinkles, improve skin elasticity, and make ski",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,home,serum,Soft Minimalist,quiet luxury,,quiet luxury,serum,bed,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,serum
orange-moisturizing-lip-balm-moisturizes-hydrates-removes-dead-skin-prevents-dry-and-cracked-lips,"Orange Moisturizing Lip Balm Moisturizes, Hydrates, Removes Dead Skin,","Our Orange Moisturizing lip balm contains tocopherol (vitamin E) and lime fruit extract. It can exude a pleasant smell and fruit aroma, so that you can feel physical and mental pleasure at the same time enjoy lip care; Moisturize without being greasy, and get the lip care you need whenever and wherever you need it. The way to use it is simple: 1. Clean and dry your lips first. 2. Open the lip balm and apply it in the direction of your lip line. 3. After applying, gently squeeze your lips to even out the lip balm. Orange Moisturizing Lip balm contains glycerin, vitamins and other substances to deeply moisturize lips and keep them soft and full.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,EHA05-A001-5-OG1,42.0,shopify,continue,manual,19.25,24.64,true,true,,,,,,,,,false,"Orange Moisturizing Lip Balm Moisturizes, Hydrates, Removes Dead Skin,","Our Orange Moisturizing lip balm contains tocopherol (vitamin E) and lime fruit extract. It can exude a pleasant smell and fruit aroma, so that you can feel phy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.96,active,accessory,accessory,Soft Minimalist,quiet luxury,,quiet luxury,balm,,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,accessory,accessory
turmeric-kojic-acid-soap-gently-clean-face-fade-spots-brighten-skin-tone-moisturize-and-moisturize-even-skin-tone,"Turmeric & Kojic Acid Soap, Gently Clean Face Fade Spots Brighten Skin","Our curcumic acid soap contains kojic acid, turmeric root extract and coconut oil. It can improve dry skin, maintain skin elasticity, make skin softer, can improve dull skin, make your skin tone more even, help fade spots, reduce skin blemishes, make your skin refreshed. It is simple to use: wet the soap with warm water, rub it into the palm of your hand to create a foam, gently massage the foam into your face, hands or body skin, and rinse it off with water. Gently cleans facial skin, lightens spots, improves dullness and brightens skin.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,EEA03-A251-100-YE1,135.0,shopify,continue,manual,19.14,24.50,true,true,,,,,,,,,false,"Turmeric & Kojic Acid Soap, Gently Clean Face Fade Spots Brighten Skin","Our curcumic acid soap contains kojic acid, turmeric root extract and coconut oil. It can improve dry skin, maintain skin elasticity, make skin softer, can impr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,,,Romantic Visionary,quiet luxury,summer,quiet luxury,oil,,[],Romantic Visionary,commercial,0,0,60,100,0.9,0.9,,
strawberry-essential-oil-improves-dry-skin-and-relieves-dry-itching-melanin-body-oil-skin-care-essential-oil,"Strawberry Essential Oil, Improves Dry Skin And Relieves Dry Itching M","Our strawberry essential oil contains strawberry extract, Jojoba oil, coconut oil. It can provide the moisture needed by the shin, thereby effectively moisturizing the skin and providing a lasting moisturizing effect; Relieve skin discomfort, relax body and mind, skin health. Its use method is very simple: clean the skin, wipe it dry, apply appropriate amount of this product evenly on the whole skin, gently massage until completely absorbed. Strawberry essential oil can improve the texture of the skin, making it smoother and softer. Add strawberry extract to fill the skin with the sweet aroma of strawberry; Mild ingredients for all skin types.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,OUA06-A129-120-PK1,183.0,shopify,continue,manual,19.99,25.59,true,true,,,,,,,,,false,"Strawberry Essential Oil, Improves Dry Skin And Relieves Dry Itching M","Our strawberry essential oil contains strawberry extract, Jojoba oil, coconut oil. It can provide the moisture needed by the shin, thereby effectively moisturiz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,home,bed,Soft Minimalist,quiet luxury,,quiet luxury,oil,bed,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,bed
changing-lip-oil-mildly-removes-the-lips-cutin-plentiful-full-fine-light-zerun-lip-oil,"Changing Lip Oil, Mildly Removes The Lips Cutin Plentiful Full Fine Li","Our Changing Lip Oil contains avocado oil, rose extract, Jojoba oil. It can provide a natural color change according to individual lip type differences, creating a unique lip makeup. Gently exfoliates lips, smooths fine lines, improves lip elasticity and leaves lips plump and soft. Its application is simple: gently apply the lip oil to your lips and simply apply it evenly with the tip of the brush or fingertips. It can exfoliate lips, improve lip elasticity, and make lips plump and full.",eprolo,,,"beauty, eprolo, Under 25",true,color,default title,,,,,,,,EEA02-A211-7-OG1,72.0,shopify,continue,manual,19.89,25.46,true,true,,,,,,,,,false,"Changing Lip Oil, Mildly Removes The Lips Cutin Plentiful Full Fine Li","Our Changing Lip Oil contains avocado oil, rose extract, Jojoba oil. It can provide a natural color change according to individual lip type differences, creatin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,beauty,,Ethereal Siren,quiet luxury,summer,quiet luxury,oil,,[],Ethereal Siren,commercial,0,0,60,100,0.9,0.9,beauty,
turmeric-body-scrub-cleanses-skin-exfoliating-melanin-whitening-moisturizing-skin-scrub,Revitalize Your Skin with Our Eco-Friendly Turmeric Body Scrub - Exfol,"Indulge Your Skin with Our Exclusive Turmeric Body Scrub Elevate your self-care routine with our premium Turmeric Body Scrub , designed for luxury shoppers who value quality and results. Infused with the power of turmeric extract, sea salt, and nourishing Jojoba seed oil, this limited-edition scrub gently exfoliates while deeply hydrating your skin. Experience a radiant glow and a more even complexion with every use. 🌟 Key Features: Deep Cleansing: Sea salt effortlessly removes dirt and impurities while stimulating circulation. Exfoliating Action: Turmeric extract sloughs away dead skin cells, revealing a fresh layer beneath. Moisturizing Benefits: Jojoba seed oil hydrates and nourishes, preventing dryness and enhancing skin texture. Melanin Whitening: Regular use helps in reducing pigmentation for a healthier, more uniform skin tone. Easy Application: Simply apply to wet skin, massage, rinse, and follow with your favorite moisturizer. 📊 Specifications: Product Type: Body Scrub Volume: 250 ml Skin Type: All Skin Types Usage Frequency: 1-2 times a week 🗣️ Customer Reviews: ""This scrub has transformed my skin! It feels so soft and looks radiant after every use."" - Sarah M. ""I love the luxurious feel and the fresh scent! It truly feels like a spa treatment at home."" - Jessica T. 🛒 Ready to Transform Your Skin? Don’t miss out on this exclusive opportunity to pamper your skin. Add the Turmeric Body Scrub to your cart today and experience the luxury you deserve!",eprolo,,,"aicg_is_generated, beauty, eprolo, Under 25",true,color,default title,,,,,,,,EEA08-A042-100-YE1,156.0,shopify,continue,manual,19.89,25.46,true,true,,,,,,,,,false,Revitalize Your Skin with Our Eco-Friendly Turmeric Body Scrub - Exfol,"Indulge Your Skin with Our Exclusive Turmeric Body Scrub Elevate your self-care routine with our premium Turmeric Body Scrub , designed for luxury shoppers who ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,skincare,moisturizer,Ethereal Siren,quiet luxury,,quiet luxury,oil,,['radiant finish'],Ethereal Siren,commercial,0,0,60,100,0.9,0.9,skincare,moisturizer
bow-wear-manicure-long-almond-nails-fake-nails,Bow Wear Long Almond Fake Nails - Reliable & Safe Manicure for Everyda,"Style long, almond shape, wearable patterned bow Applicable people: ladies",eprolo,,,"aicg_is_generated, beauty, eprolo, Under 25",true,Color,JP3025 [Glue model],,,,,,,,37927A026FB74FAE9744FAA203828E9B,50.0,shopify,continue,manual,15.99,20.47,true,true,,,,,,,,,false,Bow Wear Long Almond Fake Nails - Reliable & Safe Manicure for Everyda,"Style long, almond shape, wearable patterned bow Applicable people: ladies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.48,active,,,,,,,,,['bow'],,commercial,0,0,60,100,0.9,0.9,,
bow-wear-manicure-long-almond-nails-fake-nails,bow-wear-manicure-long-almond-nails-fake-nails,bow-wear-manicure-long-almond-nails-fake-nails,,,,,,,JP3133 [Glue model],,,,,,,,3778D74E700F43EDBEFC3ADAC06E6D18,50.0,shopify,continue,manual,15.49,19.83,true,true,,,,,,,,,,bow-wear-manicure-long-almond-nails-fake-nails,bow-wear-manicure-long-almond-nails-fake-nails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.15,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
